DICOMMergeFieldID,MergeFieldID,DICOMSRTemplateID,Name,Description,IsActive,ValueXPath,UnitsXPath,FindingSite,Property,Modifier,HasOBContext,HasLateralityContext
28,500027,1, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY ACCELERATION TIME MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY ACCELERATION TIME MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20168-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20168-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
29,500028,1, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY DECELERATION TIME MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY DECELERATION TIME MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20217-6']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20217-6']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
30,500029,1, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY TIME AVERAGED PEAK VELOCITY MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY TIME AVERAGED PEAK VELOCITY MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='11692-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='11692-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
31,500030,1, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY ACCELERATION INDEX MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY ACCELERATION INDEX MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20167-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20167-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
32,500031,1, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY VELOCITY TIME INTEGRAL MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY VELOCITY TIME INTEGRAL MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20354-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20354-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
33,500032,1, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY TIME AVERAGED MEAN VELOCITY MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY TIME AVERAGED MEAN VELOCITY MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20352-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='20352-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
34,500033,1, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY HEART RATE MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT AXILLARY ARTERY HEART RATE MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='8867-4']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-47100']/../item/concept[@codValue='8867-4']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
35,500034,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY VESSEL LUMEN DIAMETER MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY VESSEL LUMEN DIAMETER MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='G-0364']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='G-0364']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
36,500035,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY PEAK GRADIENT MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY PEAK GRADIENT MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20247-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20247-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
37,500036,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY PULSATILITY INDEX MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY PULSATILITY INDEX MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='12008-9']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='12008-9']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
38,500037,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY RESISTIVITY INDEX MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY RESISTIVITY INDEX MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='12023-8']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='12023-8']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
39,500038,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY SYSTOLIC TO DIASTOLIC VELOCITY RATIO MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY SYSTOLIC TO DIASTOLIC VELOCITY RATIO MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='12144-2']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='12144-2']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
40,500039,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY DOPPLER CORRECTION ANGLE MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY DOPPLER CORRECTION ANGLE MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='C12122-01']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='C12122-01']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
41,500040,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY PEAK SYSTOLIC VELOCITY MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY PEAK SYSTOLIC VELOCITY MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11726-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11726-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
42,500041,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY END DIASTOLIC VELOCITY MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY END DIASTOLIC VELOCITY MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11653-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11653-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
43,500042,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY MINIMUM DIASTOLIC VELOCITY MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY MINIMUM DIASTOLIC VELOCITY MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11665-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11665-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
44,500043,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY MEAN GRADIENT MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY MEAN GRADIENT MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20256-4']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20256-4']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
45,500044,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY ACCELERATION TIME MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY ACCELERATION TIME MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20168-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20168-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
46,500045,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY DECELERATION TIME MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY DECELERATION TIME MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20217-6']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20217-6']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
47,500046,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY TIME AVERAGED PEAK VELOCITY MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY TIME AVERAGED PEAK VELOCITY MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11692-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='11692-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
48,500047,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY ACCELERATION INDEX MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY ACCELERATION INDEX MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20167-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20167-3']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
49,500048,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY VELOCITY TIME INTEGRAL MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY VELOCITY TIME INTEGRAL MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20354-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20354-7']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
50,500049,1, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY TIME AVERAGED MEAN VELOCITY MOST RECENT VALUE CHOSEN, ARTERY OF UPPER EXTREMITY LEFT INNOMINATE ARTERY TIME AVERAGED MEAN VELOCITY MOST RECENT VALUE CHOSEN,1,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20352-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../value,/report/document/content/item/concept[@codValue='125100']/../item/concept[@codValue='121070']/../item/concept[@codValue='G-C171']/../value[@codValue='G-A101']/../../item/concept[@codValue='G-C0E3']/../value[@codValue='T-47020']/../../item/concept[@codValue='T-46010']/../item/concept[@codValue='20352-1']/../item/concept[@codValue='121404']/../value[@codValue='121411']/../../unit,Artery Of Upper Extremity,NULL,NULL,0,1
